DAJEE: A Dataset of Joint Educational Entities for Information Retrieval in Technology Enhanced Learning	2463606702	2016
How Informative is a Term?: Dispersion as a measure of Term Specificity	2463469535	2016
Visual Recommendation Use Case for an Online Marketplace Platform: allegro.pl	2463451931	2016
Health Monitoring on Social Media over Time	2463283787	2016
Quote Recommendation in Dialogue using Deep Neural Network	2463279551	2016
Measuring Interestingness of Political Documents	2463260247	2016
Amazon Search: The Joy of Ranking Products	2463133191	2016
Simple Dynamic Emission Strategies for Microblog Filtering	2463112553	2016
Two Sample T-tests for IR Evaluation: Student or Welch?	2463093044	2016
To Blend or Not to Blend?: Perceptual Speed, Visual Memory and Aggregated Search	2463075442	2016
Understanding Website Behavior based on User Agent	2463059953	2016
SG++: Word Representation with Sentiment and Negation for Twitter Sentiment Classification	2463015515	2016
The Factoid Queries Collection	2463010719	2016
Neu-IR: The SIGIR 2016 Workshop on Neural Information Retrieval	2462809752	2016
SECC: A Novel Search Engine Interface with Live Chat Channel	2462701075	2016
On the Applicability of Delicious for Temporal Search on Web Archives	2462694512	2016
Enhancing First Story Detection using Word Embeddings	2462693065	2016
Discovering Author Interest Evolution in Topic Modeling	2462672764	2016
Expedition: A Time-Aware Exploratory Search System Designed for Scholars	2462664313	2016
Ingrams: A Neuropsychological Explanation For Why People Search	2462614112	2016
Cobwebs from the Past and Present: Extracting Large Social Networks using Internet Archive Data	2462300362	2016
Constructing and Mining Web-scale Knowledge Graphs	2462160708	2016
Where the Event Lies: Predicting Event Occurrence in Textual Documents	2462073332	2016
Question Answering with Knowledge Base, Web and Beyond	2461949424	2016
An Empirical Study of Learning to Rank for Entity Search	2461925906	2016
Selectively Personalizing Query Auto-Completion	2461694394	2016
Toward Estimating the Rank Correlation between the Test Collection Results and the True System Performance	2461490531	2016
The LExR Collection for Expertise Retrieval in Academia	2461276623	2016
Topic Quality Metrics Based on Distributed Word Representations	2461271816	2016
Jointly Modeling Review Content and Aspect Ratings for Review Rating Prediction	2461159003	2016
Linking Organizational Social Network Profiles	2461105834	2016
The BOLT IR Test Collections of Multilingual Passage Retrieval from Discussion Forums	2461068311	2016
Topic Model based Privacy Protection in Personalized Web Search	2461023463	2016
An Architecture for Privacy-Preserving and Replicable High-Recall Retrieval Experiments	2461005711	2016
Is This Your Final Answer?: Evaluating the Effect of Answers on Good Abandonment in Mobile Search	2460937017	2016
Impact of Review-Set Selection on Human Assessment for Text Classification	2460936583	2016
Time-Quality Trade-offs in Search	2460706181	2016
Privacy-Preserving IR 2016: Differential Privacy, Search, and Social Media	2460680144	2016
Predicting User Engagement with Direct Displays Using Mouse Cursor Information	2460657948	2016
Understanding Human Language: Can NLP and Deep Learning Help?	2460580556	2016
Subspace Clustering Based Tag Sharing for Inductive Tag Matrix Refinement with Complex Errors	2460267805	2016
Cluster-based Joint Matrix Factorization Hashing for Cross-Modal Retrieval	2460139639	2016
Modeling User Feedback in Dynamic Search and Browsing	2460088039	2016
Exploiting CPU SIMD Extensions to Speed-up Document Scoring with Tree Ensembles	2460087158	2016
Utilizing Focused Relevance Feedback	2460037195	2016
NTCIR Lifelog: The First Test Collection for Lifelog Research	2418752396	2016
On a Topic Model for Sentences	2417560918	2016
Using Word Embedding to Evaluate the Coherence of Topics from Twitter Data	2404506086	2016
Learning to Rank Personalized Search Results in Professional Networks	2401958674	2016
Seeking Serendipity: A Living Lab Approach to Understanding Creative Retrieval in Broadcast Media Production	2400516536	2016
UQV100: A Test Collection with Query Variability	2388783363	2016
Examining the Coherence of the Top Ranked Tweet Topics	2372596980	2016
R-Susceptibility: An IR-Centric Approach to Assessing Privacy Risks for Users in Online Communities	2342287393	2016
Analysing Temporal Evolution of Interlingual Wikipedia Article Pairs	2342267616	2016
When a Knowledge Base Is Not Enough: Question Answering over Knowledge Bases with External Text Data	2341824259	2016
An Optimization Framework for Remapping and Reweighting Noisy Relevance Labels	2341808053	2016
Click-based Hot Fixes for Underperforming Torso Queries	2341805565	2016
Going back in Time: An Investigation of Social Media Re-finding	2341624910	2016
Engineering Quality and Reliability in Technology-Assisted Review	2341384651	2016
Leveraging Context-Free Grammar for Efficient Inverted Index Compression	2341380858	2016
Predicting User Satisfaction with Intelligent Assistants	2341328702	2016
Multi-Stage Math Formula Search: Using Appearance-Based Similarity Metrics at Scale	2340997632	2016
How Much Novelty is Relevant?: It Depends on Your Curiosity	2340802269	2016
Fast and Compact Hamming Distance Index	2340526756	2016
Learning to Rank with Selection Bias in Personal Search	2340526403	2016
Fast Matrix Factorization for Online Recommendation with Implicit Feedback	2340502990	2016
Document Retrieval Using Entity-Based Language Models	2340462169	2016
Hierarchical Random Walk Inference in Knowledge Graphs	2340448811	2016
Risk-Sensitive Evaluation and Learning to Rank using Multiple Baselines	2340394573	2016
Topic Modeling for Short Texts with Auxiliary Word Embeddings	2340381866	2016
Understanding Information Need: An fMRI Study	2340380384	2016
A Context-aware Time Model for Web Search	2340378363	2016
Contextual Bandits in a Collaborative Environment	2340290367	2016
Transfer Learning for Cross-Lingual Sentiment Classification with Weakly Shared Deep Neural Networks	2340160601	2016
Learning to Respond with Deep Neural Networks for Retrieval-Based Human-Computer Conversation System	2339852062	2016
Scalable Semantic Matching of Queries to Ads in Sponsored Search Advertising	2339673956	2016
Novelty based Ranking of Human Answers for Community Questions	2339630617	2016
That's Not My Question: Learning to Weight Unmatched Terms in CQA Vertical Search	2339621249	2016
GeoBurst: Real-Time Local Event Detection in Geo-Tagged Tweet Streams	2339514589	2016
Search Result Prefetching Using Cursor Movement	2339003788	2016
Interleaved Evaluation for Retrospective Summarization and Prospective Notification on Document Streams	2338920854	2016
Event Digest: A Holistic View on Past Events	2338898428	2016
Leveraging User Interaction Signals for Web Image Search	2338791048	2016
Retrieving Non-Redundant Questions to Summarize a Product Review	2338709924	2016
Explainable User Clustering in Short Text Streams	2338551862	2016
A General Linear Mixed Models Approach to Study System Component Effects	2338477879	2016
Fast First-Phase Candidate Generation for Cascading Rankers	2338364780	2016
When does Relevance Mean Usefulness and User Satisfaction in Web Search	2338216121	2016
A Comparison of Cache Blocking Methods for Fast Execution of Ensemble-based Score Computation	2338145812	2016
Robust and Collective Entity Disambiguation through Semantic Embeddings	2337969891	2016
Learning for Efficient Supervised Query Expansion via Two-stage Feature Selection	2337859200	2016
Bayesian Performance Comparison of Text Classifiers	2337811542	2016
Terms over LOAD: Leveraging Named Entities for Cross-Document Extraction and Summarization of Events	2337742504	2016
Parameterized Fielded Term Dependence Models for Ad-hoc Entity Retrieval from Knowledge Graph	2337488840	2016
User Behavior in Asynchronous Slow Search	2337426477	2016
Learning to Rank Features for Recommendation over Multiple Categories	2337403844	2016
ScentBar: A Query Suggestion Interface Visualizing the Amount of Missed Relevant Information for Intrinsically Diverse Search	2337314762	2016
Modeling Document Novelty with Neural Tensor Network for Search Result Diversification	2337233909	2016
Composite Correlation Quantization for Efficient Multimodal Retrieval	2337086876	2016
Semantification of Identifiers in Mathematics for Better Math Information Retrieval	2337021505	2016
Self-Paced Cross-Modal Subspace Matching	2337005149	2016
Discrete Collaborative Filtering	2336920772	2016
A Sequential Decision Formulation of the Interface Card Model for Interactive IR	2336873465	2016
Statistical Significance, Power, and Sample Sizes: A Systematic Review of SIGIR and TOIS, 2006-2015	2336806308	2016
Improved Caching Techniques for Large-Scale Image Hosting Services	2336675055	2016
On Effective Personalized Music Retrieval by Exploring Online User Behaviors	2336637951	2016
Learning Query and Document Relevance from a Web-scale Click Graph	2336445533	2016
Evaluating Search Result Diversity using Intent Hierarchies	2336343120	2016
Query to Knowledge: Unsupervised Entity Extraction from Shopping Queries using Adaptor Grammars	2336224400	2016
Searching by Talking: Analysis of Voice Queries on Mobile Web Search	2336203772	2016
Collaborative Filtering Bandits	2324996585	2016
Fresh BrowseRank	2296590944	2013
Proceedings of the 38th International ACM SIGIR Conference on Research and Development in Information Retrieval	2251532229	2015
Proceedings of the 37th international ACM SIGIR conference on Research & development in information retrieval	2246629468	2014
Ranking-oriented nearest-neighbor based method for automatic image annotation	2172299630	2013
Linking wikipedia to the web	2172076280	2010
Creating temporally dynamic web search snippets	2171820060	2012
Estimating interference in the QPRP for subtopic retrieval	2171457800	2010
Energy-price-driven query processing in multi-center web search engines	2171255928	2011
Online matching of web content to closed captions in IntoNow	2171041826	2013
The effects of choice in routing relevance judgments	2170203957	2011
Cognitive coordinating behaviors in multitasking web search	2170143659	2011
Effect of different docid orderings on dynamic pruning retrieval strategies	2169855462	2011
On the existence of obstinate results in vector space models	2169153112	2010
Why searchers switch: understanding and predicting engine switching rationales	2168225578	2011
Learning to rank audience for behavioral targeting	2168220262	2010
On the mathematical relationship between expected n-call@k and the relevance vs. diversity trade-off	2168071488	2012
Combining inverted indices and structured search for ad-hoc object retrieval	2168044903	2012
Predictive parallelization: taming tail latencies in web search	2168006621	2014
Toward whole-session relevance: exploring intrinsic diversity in web search	2166995068	2013
Future of the web and search	2166926978	2011
Efficient query recommendations in the long tail via center-piece subgraphs	2166725359	2012
Recommending personalized touristic sights using google places	2166646729	2013
Report on IIiX'12: the fourth information interaction in context symposium	2166491180	2013
Evaluating answer passages using summarization measures	2166455213	2014
ViewSer: enabling large-scale remote user studies of web search examination and interaction	2165833384	2011
Modeling concept dynamics for large scale music search	2165720624	2012
Searching, browsing, and clicking in a search session: changes in user behavior by task and over time	2165474780	2014
Timeline generation with social attention	2165067828	2013
Finding support sentences for entities	2164930967	2010
ReQ-ReC: high recall retrieval with query pooling and interactive classification	2164551773	2014
Detecting quilted web pages at scale	2164419706	2012
Early Detection of Topical Expertise in Community Question Answering	2163931541	2015
Evaluating aggregated search pages	2163632538	2012
The impact of collection size on relevance and diversity	2163506984	2010
Combining implicit and explicit topic representations for result diversification	2163200373	2012
Prototype hierarchy based clustering for the categorization and navigation of web collections	2163199865	2010
Predicting trending messages and diffusion participants in microblogging network	2163060600	2014
Composite hashing with multiple information sources	2162670057	2011
From one tree to a forest: a unified solution for structured web data extraction	2161861392	2011
What reviews are satisfactory: novel features for automatic helpfulness voting	2161686723	2012
Diversification of search results using webgraphs	2161658053	2010
Detecting success in mobile search from interaction	2161598049	2011
Seeding simulated queries with user-study data for personal search evaluation	2161557479	2011
Scalability and efficiency challenges in commercial web search engines	2161468532	2013
A comparison of the optimality of statistical significance tests for information retrieval evaluation	2161417756	2013
Category hierarchy maintenance: a data-driven approach	2161401012	2012
ERD'14: entity recognition and disambiguation challenge	2161066414	2014
Comparing the sensitivity of information retrieval metrics	2160471965	2010
Modeling term dependencies with quantum language models for IR	2160416736	2013
See-to-retrieve: efficient processing of spatio-visual keyword queries	2160306560	2012
How good is a span of terms?: exploiting proximity to improve web retrieval	2160260049	2010
Hierarchical pitman-yor language model for information retrieval	2160160425	2010
Pseudo test collections for learning web search ranking functions	2159981039	2011
Relevation!: an open source system for information retrieval relevance assessment}	2159937348	2014
Beliefs and biases in web search	2159205954	2013
Temporal diversity in recommender systems	2159155347	2010
Explicit feedback in local search tasks	2158649712	2013
People searching for people: analysis of a people search engine log	2158336020	2011
Comparing client and server dwell time estimates for click-level satisfaction prediction	2158312787	2014
Report on the SIGIR 2013 workshop on modeling user behavior for information retrieval evaluation (MUBE 2013)	2158222053	2013
DOM based content extraction via text density	2158051716	2011
Interactive retrieval based on faceted feedback	2157726995	2010
Enhanced results for web search	2157593377	2011
Diversity by proportionality: an election-based approach to search result diversification	2157391629	2012
When Relevance Judgement is Happening?: An EEG-based Study	2156797816	2015
Query expansion using path-constrained random walks	2156661464	2013
Serendipitous recommendations via innovators	2156616870	2010
Friend or frenemy?: predicting signed ties in social networks	2156273451	2012
Aggregated search interface preferences in multi-session search tasks	2155732175	2013
Temporal index sharding for space-time efficiency in archive search	2155573919	2011
Geometric representations for multiple documents	2155157903	2010
Extracting query facets from search results	2154735567	2013
Addressing cold start in recommender systems: a semi-supervised co-training algorithm	2154259852	2014
Improving searcher models using mouse cursor activity	2154105380	2012
A collective topic model for milestone paper discovery	2154070871	2014
Query forwarding in geographically distributed search engines	2154045882	2010
Making results fit into 40 characters: a study in document rewriting	2154045867	2012
DivQ : diversification for keyword search over structured databases	2153941542	2010
Adaptation of the concept hierarchy model with search logs for query recommendation on intranets	2153829052	2012
A tag-based personalized item recommendation system using tensor modeling and topic model approaches	2153345653	2014
Crowdsourcing for information retrieval	2153150702	2012
Indexing strategies for graceful degradation of search quality	2153092635	2011
Group matrix factorization for scalable topic modeling	2153068592	2012
A semi-supervised approach to modeling web search satisfaction	2152693361	2012
Adaptive context features for toponym resolution in streaming news	2152229249	2012
Explicit factor models for explainable recommendation based on phrase-level sentiment analysis	2152184085	2014
Learning to rank social update streams	2151985454	2012
Generalized syntactic and semantic models of query reformulation	2151413710	2010
Mining tags using social endorsement networks	2151014496	2011
Query expansion for mixed-script information retrieval	2150155583	2014
Modeling action-level satisfaction for search task satisfaction prediction	2149590690	2014
Inverted indexes for phrases and strings	2149530645	2011
Adaptive diversification of recommendation results via latent factor portfolio	2148933855	2012
Evaluating non-deterministic retrieval systems	2148440018	2014
Term level search result diversification	2148367931	2013
Understanding negation and family history to improve clinical information retrieval	2147844972	2014
Leveraging viewer comments for mood classification of music video clips	2147556850	2013
Mining query subtopics from search log data	2147293034	2012
Improving local search ranking through external logs	2147197247	2011
Studying trailfinding algorithms for enhanced web search	2147187250	2010
Temporal feedback for tweet search with non-parametric density estimation	2146027514	2014
Ousting ivory tower research: towards a web framework for providing experiments as a service	2145684485	2012
Learning relevance from heterogeneous social network and its application in online targeting	2145554761	2011
The effect of expanding relevance judgements with duplicates	2145410165	2014
Multilabel classification with meta-level features	2145241906	2010
Filtering semi-structured documents based on faceted feedback	2145227439	2011
Identifying entity aspects in microblog posts	2145208800	2012
A framework for manipulating and searching multiple retrieval types	2145076721	2012
Preliminary study of technical terminology for the retrieval of scientific book metadata records	2144969752	2012
IR models: foundations and relationships	2144656525	2012
The interactive PRP for diversifying document rankings	2144156154	2011
Learning search tasks in queries and web pages via graph regularization	2143956411	2011
Practical online retrieval evaluation	2143520694	2011
Exploring Session Context using Distributed Representations of Queries and Reformulations	2143196462	2015
Positional relevance model for pseudo-relevance feedback	2142769902	2010
Dynamic location models	2142642186	2014
Posting list intersection on multicore architectures	2141257014	2011
Search, interrupted: understanding and predicting search task continuation	2140387367	2012
Clickthrough-based latent semantic models for web search	2139688392	2011
Repeatable and reliable search system evaluation using crowdsourcing	2139516750	2011
Context-aware ranking in web search	2139450192	2010
Learning to predict response times for online query scheduling	2139230733	2012
Intentions and attention in exploratory health search	2138122984	2011
Utilizing query change for session search	2137931117	2013
Estimating advertisability of tail queries for sponsored search	2137865506	2010
Cohort modeling for enhanced personalized search	2137763162	2014
Old dogs are great at new tricks: column stores for ir prototyping	2137606680	2014
Context-aware web search abandonment prediction	2137521756	2014
SIGIR 2014 workshop on temporal, social and spatially-aware information access (#HASH#TAIA2014)	2136401620	2014
Finding knowledgeable groups in enterprise corpora	2136360188	2013
SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks	2136286873	2012
Removing the mismatch headache in XML keyword search	2136154789	2013
On the measurement of test collection reliability	2135985057	2013
Modeling the uniqueness of the user preferences for recommendation systems	2135888785	2013
Web page segmentation with structured prediction and its application in web page classification	2135769635	2014
Modeling the impact of short- and long-term behavior on search personalization	2135500808	2012
Semantic models for answer re-ranking in question answering	2134862224	2013
Studies of the onset and persistence of medical concerns in search logs	2134747565	2012
Boosting novelty for biomedical information retrieval through probabilistic latent semantic analysis	2134506009	2013
The economics in interactive information retrieval	2134440707	2011
Using preference judgments for novel document retrieval	2134366819	2012
Learning to efficiently rank	2134195052	2010
MedIR14: medical information retrieval workshop	2134074692	2014
Retrieving information from the book of humanity: the personalized medicine data tsunami crashes on the beach of jeopardy	2133940816	2012
Person name disambiguation by bootstrapping	2133337392	2010
Robust music identification based on low-order zernike moment in the compressed domain	2133036393	2010
Has portfolio theory got any principles	2132706284	2010
Relevance-aware Filtering of Tuples Sorted by an Attribute Value via Direct Optimization of Search Quality Metrics	2132396970	2015
EUSUM: extracting easy-to-understand english summaries for non-native readers	2132141511	2010
Mining Measured Information from Text	2132038969	2015
Language intent models for inferring user browsing behavior	2131774730	2012
Document clustering with universum	2131604898	2011
Unsupervised query segmentation using clickthrough for information retrieval	2130780865	2011
Estimation of statistical translation models based on mutual information for ad hoc information retrieval	2130520240	2010
Active learning for ranking through expected loss optimization	2130492741	2010
Short text classification using very few words	2130284530	2012
System effectiveness, user models, and user utility: a conceptual framework for investigation	2130076000	2011
A simple term frequency transformation model for effective pseudo relevance feedback	2129319055	2014
Learning to suggest: a machine learning framework for ranking query suggestions	2128699418	2012
Incorporating Non-sequential Behavior into Click Models	2127840217	2015
Inferring and using location metadata to personalize web search	2127799072	2011
Rhetorical relations for information retrieval	2127635582	2012
A burstiness-aware approach for document dating	2127328253	2014
The bag-of-repeats representation of documents	2127241642	2013
Investigating the suboptimality and instability of pseudo-relevance feedback	2127153813	2010
Pseudo test collections for training and tuning microblog rankers	2126690248	2013
Utilizing marginal net utility for recommendation in e-commerce	2126447809	2011
Principled dictionary pruning for low-memory corpus compression	2126129461	2014
A generalized hidden Markov model with discriminative training for query spelling correction	2125022429	2012
Measuring improvement in user search performance resulting from optimal search tips	2124929549	2011
Query suggestions in the absence of query logs	2124814993	2011
Learning online discussion structures by conditional random fields	2124784993	2011
CiteSight: supporting contextual citation recommendation using differential search	2124516956	2014
Inter-Category Variation in Location Search	2124435597	2015
Flex-BaseX: an XML engine with a flexible extension of Xquery full-text	2124195509	2013
Second order probabilistic models for within-document novelty detection in academic articles	2123737170	2014
Ranking using multiple document types in desktop search	2123365817	2010
Personalized ranking model adaptation for web search	2122654842	2013
Multi-Faceted Recall of Continuous Active Learning for Technology-Assisted Review	2122053905	2015
RDF Xpress: a flexible expressive RDF search engine	2121977863	2012
Active hashing with joint data example and tag selection	2121881251	2014
A weighted curve fitting method for result merging in federated search	2121745949	2011
Pursuing insights about healthcare utilization via geocoded search queries	2121517795	2013
Multifaceted toponym recognition for streaming news	2121211192	2011
SearchResultFinder: federated search made easy	2120963850	2013
#HASH#trapped!: social media search system requirements for emergency management professionals	2120790950	2013
Understanding web browsing behaviors through Weibull analysis of dwell time	2120660108	2010
From keywords to keyqueries: content descriptors for the web	2120654953	2013
Confidence-aware graph regularization with heterogeneous pairwise features	2119915772	2012
Learning to name faces: a multimodal learning scheme for search-based face annotation	2119879986	2013
Computing and applying topic-level user interactions in microblog recommendation	2119770559	2014
Document features predicting assessor disagreement	2119461458	2013
Exploring semi-automatic nugget extraction for Japanese one click access evaluation	2119427597	2013
ExperTime: tracking expertise over time	2119326361	2014
Segmentation of multi-sentence questions: towards effective question retrieval in cQA services	2119288676	2010
Modeling the evolution of product entities	2119134103	2014
Language-model-based pro/con classification of political text	2118633768	2010
Personalized document re-ranking based on Bayesian probabilistic matrix factorization	2118286847	2014
The impact of solid state drive on search engine cache management	2118223655	2013
Score-safe term-dependency processing with hybrid indexes	2117562627	2014
Adaptive query suggestion for difficult queries	2116133147	2012
Mining adjacent markets from a large-scale ads video collection for image advertising	2116066181	2010
Do user preferences and evaluation measures line up	2116008435	2010
Taily: shard selection using the tail of score distributions	2115939989	2013
Index maintenance for time-travel text search	2114899070	2012
IMRank: influence maximization via finding self-consistent ranking	2114823287	2014
How query cost affects search behavior	2114811766	2013
Where to Go on Your Next Trip?: Optimizing Travel Destinations Based on User Preferences	2114167257	2015
CloudSearch and the democratization of information retrieval	2113867749	2012
Document classification by topic labeling	2113378307	2013
Finding translations in scanned book collections	2113375088	2012
