0 qid:1 1:5.000000 2:3.465736 3:0.500000 4:0.476551 5:37.330565 6:11.431241 7:37.307017 8:2.006924 9:25.062451 10:14.212437 11:22.580680 12:3.117095 13:-36.717226 14:-32.639402 15:-32.639402 16:38.000000 17:9.757305 18:0.230303 19:0.223611 20:28.303065 21:9.340024 22:24.809801 23:0.851304 24:158.072870 25:5.076668 26:30.143952 27:3.405984 28:-37.419853 29:-37.654766 30:-36.905752 31:43.000000 32:10.585220 33:0.245714 34:0.238503 35:27.701632 36:9.139690 37:23.819476 38:0.880399 39:173.446516 40:4.842425 41:31.190000 42:3.440098 43:-36.627466 44:-36.949169 45:-35.829776 #docid = 244338
0 qid:1 1:3.000000 2:2.079442 3:0.187500 4:0.181874 5:37.330565 6:11.431241 7:37.307017 8:0.843920 9:15.659869 10:7.665557 11:11.051297 12:2.402548 13:-43.418318 14:-43.014888 15:-43.014888 16:10.000000 17:5.375278 18:0.117647 19:0.116152 20:28.303065 21:9.340024 22:24.809801 23:0.430034 24:38.666088 25:3.200416 26:23.603037 27:3.161375 28:-39.614309 29:-40.059797 30:-39.350132 31:13.000000 32:6.173786 33:0.128713 34:0.126841 35:27.701632 36:9.139690 37:23.819476 38:0.461093 39:49.640424 40:3.027806 41:24.567430 42:3.201422 43:-39.284162 44:-39.767460 45:-39.108997 #docid = 216622
0 qid:1 1:3.000000 2:2.079442 3:0.600000 4:0.546965 5:37.330565 6:11.431241 7:37.307017 8:2.130849 9:15.659869 10:10.905215 11:18.428062 12:2.913875 13:-42.142067 14:-39.561379 15:-39.561379 16:25.000000 17:7.608871 18:0.182482 19:0.176746 20:28.303065 21:9.340024 22:24.809801 23:0.621153 24:99.039974 25:3.322554 26:22.963205 27:3.133893 28:-39.889223 29:-40.393601 30:-39.333020 31:28.000000 32:8.253228 33:0.197183 34:0.190979 35:27.701632 36:9.139690 37:23.819476 38:0.657382 39:108.621952 40:3.263486 41:24.300386 42:3.190492 43:-39.118978 44:-39.628853 45:-38.398424 #docid = 256564
1 qid:1 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:37.330565 6:11.431241 7:37.307017 8:0.000000 9:0.000000 10:0.000000 11:NULL 12:NULL 13:NULL 14:NULL 15:NULL 16:5.000000 17:3.178054 18:0.238095 19:0.230532 20:28.303065 21:9.340024 22:24.809801 23:0.869411 24:20.414915 25:5.218991 26:25.342565 27:3.232485 28:-39.191198 29:-38.159392 30:-38.062051 31:5.000000 32:3.178054 33:0.185185 34:0.180562 35:27.701632 36:9.139690 37:23.819476 38:0.677215 39:19.939952 40:4.146924 41:24.214665 42:3.186958 43:-39.653207 44:-39.052064 45:-39.011170 #docid = 119284
0 qid:1 1:3.000000 2:2.079442 3:0.428571 4:0.400594 5:37.330565 6:11.431241 7:37.307017 8:1.814480 9:17.454992 10:11.617931 11:18.338574 12:2.909007 13:-40.707757 14:-38.793959 15:-38.793959 16:10.000000 17:5.192957 18:0.085470 19:0.084537 20:28.303065 21:9.340024 22:24.809801 23:0.349205 24:43.240626 25:2.654724 26:21.242105 27:3.055985 28:-42.137457 29:-42.461346 30:-42.424922 31:13.000000 32:5.950643 33:0.104839 34:0.103406 35:27.701632 36:9.139690 37:23.819476 38:0.423047 39:56.166774 40:2.810551 41:23.472362 42:3.155824 43:-41.381438 44:-41.663072 45:-41.509586 #docid = 11852
0 qid:1 1:3.000000 2:2.079442 3:0.375000 4:0.353349 5:37.330565 6:11.431241 7:37.307017 8:1.498661 9:15.659869 10:9.567125 11:15.589969 12:2.746628 13:-42.513836 14:-40.961506 15:-40.961506 16:16.000000 17:6.068426 18:0.238806 19:0.229815 20:28.303065 21:9.340024 22:24.809801 23:0.828193 24:66.598197 25:3.940948 26:23.072121 27:3.138625 28:-41.856362 29:-41.883394 30:-40.797517 31:19.000000 32:6.620073 33:0.253333 34:0.243565 35:27.701632 36:9.139690 37:23.819476 38:0.856267 39:76.994410 40:3.783745 41:23.272380 42:3.147267 43:-41.575865 44:-41.570071 45:-40.618168 #docid = 253186
2 qid:1 1:3.000000 2:1.791759 3:0.230769 4:0.217209 5:37.330565 6:11.431241 7:37.307017 8:0.855804 9:14.998096 10:5.018679 11:9.271090 12:2.226901 13:-47.144523 14:-47.928880 15:-48.374194 16:11.000000 17:5.123964 18:0.099099 19:0.097407 20:28.303065 21:9.340024 22:24.809801 23:0.421567 24:51.142723 25:3.146615 26:22.278720 27:3.103632 28:-40.376396 29:-40.784797 30:-40.993964 31:14.000000 32:5.780744 33:0.112903 34:0.110585 35:27.701632 36:9.139690 37:23.819476 38:0.451959 39:62.279736 40:2.910417 41:22.861314 42:3.129446 43:-39.936258 44:-40.397862 45:-40.332076 #docid = 174078
0 qid:1 1:3.000000 2:2.079442 3:0.200000 4:0.193616 5:37.330565 6:11.431241 7:37.307017 8:0.718745 9:12.292843 10:5.138714 11:8.952274 12:2.191908 13:-46.326117 14:-46.053766 15:-46.053766 16:14.000000 17:6.461468 18:0.094595 19:0.093605 20:28.303065 21:9.340024 22:24.809801 23:0.333636 24:51.655148 25:2.451788 26:20.909216 27:3.040190 28:-41.475966 29:-41.900353 30:-40.909598 31:17.000000 32:7.313220 33:0.104294 34:0.103164 35:27.701632 36:9.139690 37:23.819476 38:0.345344 39:58.633720 40:2.314783 41:22.460186 42:3.111744 43:-40.662970 44:-41.078224 45:-39.688341 #docid = 322253
2 qid:1 1:2.000000 2:1.386294 3:0.285714 4:0.267063 5:37.330565 6:11.431241 7:37.307017 8:0.926142 9:8.437080 10:4.912165 11:8.796397 12:2.174342 13:-47.548034 14:-47.852978 15:-47.852978 16:9.000000 17:5.087596 18:0.091837 19:0.090963 20:28.303065 21:9.340024 22:24.809801 23:0.320057 24:32.552621 25:2.309554 26:20.635079 27:3.026993 28:-41.416483 29:-41.883084 30:-41.319464 31:11.000000 32:5.780744 33:0.104762 34:0.103645 35:27.701632 36:9.139690 37:23.819476 38:0.346117 39:37.735258 40:2.222941 41:22.295551 42:3.104387 43:-40.679061 44:-41.175367 45:-40.108144 #docid = 123373
2 qid:1 1:3.000000 2:2.079442 3:0.600000 4:0.546965 5:37.330565 6:11.431241 7:37.307017 8:2.090547 9:15.220560 10:10.485688 11:17.909028 12:2.885305 13:-42.560087 14:-39.986088 15:-39.986088 16:6.000000 17:3.871201 18:0.076923 19:0.076274 20:28.303065 21:9.340024 22:24.809801 23:0.286303 24:23.183059 25:2.180482 26:18.975996 27:2.943175 28:-42.340665 29:-42.680166 30:-43.188692 31:9.000000 32:4.969813 33:0.108434 34:0.107080 35:27.701632 36:9.139690 37:23.819476 38:0.386745 39:33.810471 40:2.430986 41:22.169430 42:3.098714 43:-40.852220 44:-41.227259 45:-40.927386 #docid = 271065
2 qid:1 1:4.000000 2:2.772589 3:0.444444 4:0.421442 5:37.330565 6:11.431241 7:37.307017 8:1.854624 9:21.342267 10:12.732213 11:20.215372 12:3.006443 13:-38.789499 14:-35.770488 15:-35.770488 16:7.000000 17:3.871201 18:0.049645 19:0.049272 20:28.303065 21:9.340024 22:24.809801 23:0.212009 24:31.085157 25:1.922274 26:15.632177 27:2.749331 28:-46.435227 29:-45.724562 30:-46.603086 31:11.000000 32:5.768321 33:0.073333 34:0.072698 35:27.701632 36:9.139690 37:23.819476 38:0.299317 39:46.944940 40:2.281365 41:22.127937 42:3.096841 43:-39.252425 44:-40.445564 45:-40.270818 #docid = 335079
0 qid:1 1:5.000000 2:3.178054 3:0.384615 4:0.365425 5:37.330565 6:11.431241 7:37.307017 8:1.478359 9:24.536257 10:9.691441 11:16.820879 12:2.822621 13:-41.159257 14:-39.354968 15:-39.200637 16:15.000000 17:6.173786 18:0.090909 19:0.089635 20:28.303065 21:9.340024 22:24.809801 23:0.354387 24:62.716561 25:2.435998 26:20.188975 27:3.005137 28:-42.704656 29:-42.868164 30:-42.667369 31:20.000000 32:7.272398 33:0.112360 34:0.110517 35:27.701632 36:9.139690 37:23.819476 38:0.414445 39:79.985392 40:2.461190 41:22.073898 42:3.094396 43:-41.640552 44:-41.879729 45:-41.224435 #docid = 276805
0 qid:1 1:1.000000 2:0.693147 3:0.250000 4:0.223144 5:37.330565 6:11.431241 7:37.307017 8:0.928388 9:6.121707 10:4.709775 11:7.679169 12:2.038511 13:-47.998890 14:-49.799515 15:-49.799515 16:9.000000 17:4.276666 18:0.115385 19:0.112928 20:28.303065 21:9.340024 22:24.809801 23:0.479567 24:41.546307 25:3.391547 26:21.775053 27:3.080765 28:-41.714405 29:-41.730358 30:-41.413631 31:10.000000 32:4.430817 33:0.121951 34:0.118958 35:27.701632 36:9.139690 37:23.819476 38:0.497294 39:45.981433 40:3.143930 41:22.042013 42:3.092950 43:-41.642370 44:-41.636132 45:-41.458042 #docid = 115124
0 qid:1 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:37.330565 6:11.431241 7:37.307017 8:0.000000 9:0.000000 10:0.000000 11:NULL 12:NULL 13:NULL 14:NULL 15:NULL 16:11.000000 17:5.598422 18:0.107843 19:0.106477 20:28.303065 21:9.340024 22:24.809801 23:0.394693 24:42.803206 25:2.764266 26:21.908003 27:3.086852 28:-40.793946 29:-41.265455 30:-40.440983 31:11.000000 32:5.598422 33:0.104762 34:0.103472 35:27.701632 36:9.139690 37:23.819476 38:0.374739 39:41.740221 40:2.455474 41:21.857349 42:3.084537 43:-40.838363 44:-41.298922 45:-40.552510 #docid = 141020
0 qid:1 1:2.000000 2:1.386294 3:0.285714 4:0.267063 5:37.330565 6:11.431241 7:37.307017 8:1.220175 9:11.772594 10:7.878237 11:12.368926 12:2.515187 13:-44.551755 14:-44.585487 15:-45.356971 16:11.000000 17:4.852030 18:0.114583 19:0.111832 20:28.303065 21:9.340024 22:24.809801 23:0.458598 24:49.960537 25:2.932987 26:20.338651 27:3.012523 28:-41.891263 29:-42.255367 30:-42.474587 31:13.000000 32:5.375278 33:0.126214 34:0.123018 35:27.701632 36:9.139690 37:23.819476 38:0.497462 39:58.358526 40:2.941942 41:21.842981 42:3.083880 43:-41.298847 44:-41.644510 45:-41.597949 #docid = 68581
0 qid:1 1:3.000000 2:2.079442 3:0.300000 4:0.285931 5:37.330565 6:11.431241 7:37.307017 8:1.253912 9:15.659869 10:8.943956 11:14.138345 12:2.648891 13:-42.751147 14:-41.624382 15:-41.624382 16:7.000000 17:3.871201 18:0.075269 19:0.074417 20:28.303065 21:9.340024 22:24.809801 23:0.315755 24:30.980611 25:2.659237 26:19.383484 27:2.964421 28:-42.999729 29:-42.924111 30:-43.042990 31:10.000000 32:4.787492 33:0.097087 34:0.095703 35:27.701632 36:9.139690 37:23.819476 38:0.385392 39:42.287128 40:2.738998 41:21.819563 42:3.082807 43:-42.003768 44:-41.870392 45:-41.647047 #docid = 212900
0 qid:1 1:2.000000 2:1.386294 3:0.285714 4:0.267063 5:37.330565 6:11.431241 7:37.307017 8:1.033502 9:9.538162 10:5.787203 11:10.001105 12:2.302696 13:-46.654111 14:-46.780135 15:-46.780135 16:13.000000 17:5.950643 18:0.142857 19:0.140217 20:28.303065 21:9.340024 22:24.809801 23:0.431881 24:41.448913 25:2.532858 26:21.601918 27:3.072782 28:-40.098953 29:-40.596721 30:-39.733475 31:15.000000 32:6.327937 33:0.153061 34:0.149887 35:27.701632 36:9.139690 37:23.819476 38:0.448300 39:46.656606 40:2.337366 41:21.810117 42:3.082374 43:-39.969766 44:-40.480308 45:-39.717095 #docid = 223720
0 qid:1 1:2.000000 2:1.386294 3:0.181818 4:0.174023 5:37.330565 6:11.431241 7:37.307017 8:0.665936 9:8.876389 10:4.597196 11:7.611654 12:2.029680 13:-47.604773 14:-48.301335 15:-48.301335 16:7.000000 17:3.988984 18:0.064815 19:0.064264 20:28.303065 21:9.340024 22:24.809801 23:0.289383 24:32.597939 25:2.739998 26:19.732315 27:2.982258 28:-43.381866 29:-43.159339 30:-43.795608 31:9.000000 32:4.969813 33:0.075630 34:0.074968 35:27.701632 36:9.139690 37:23.819476 38:0.312478 39:38.904742 40:2.569277 41:21.741682 42:3.079231 43:-41.707396 44:-42.007665 45:-42.179446 #docid = 68428
1 qid:1 1:2.000000 2:1.386294 3:0.285714 4:0.267063 5:37.330565 6:11.431241 7:37.307017 8:0.960195 9:8.876389 10:5.329363 11:9.259256 12:2.225624 13:-47.130014 14:-47.428571 15:-47.428571 16:14.000000 17:6.222576 18:0.115702 19:0.113906 20:28.303065 21:9.340024 22:24.809801 23:0.358305 24:45.264219 25:2.405267 26:21.122549 27:3.050341 28:-40.783150 29:-41.311375 30:-40.314217 31:16.000000 32:6.579251 33:0.125000 34:0.122807 35:27.701632 36:9.139690 37:23.819476 38:0.375945 39:50.599497 40:2.269852 41:21.691055 42:3.076900 43:-40.552454 44:-41.069085 45:-40.058315 #docid = 48200
0 qid:1 1:2.000000 2:1.386294 3:0.285714 4:0.267063 5:37.330565 6:11.431241 7:37.307017 8:1.033502 9:9.538162 10:5.787203 11:10.001105 12:2.302696 13:-46.654111 14:-46.780135 15:-46.780135 16:8.000000 17:4.276666 18:0.085106 19:0.084105 20:28.303065 21:9.340024 22:24.809801 23:0.345515 24:34.115808 25:2.875536 26:20.656547 27:3.028032 28:-42.364205 29:-42.288958 30:-41.857181 31:10.000000 32:4.787492 33:0.099010 34:0.097571 35:27.701632 36:9.139690 37:23.819476 38:0.375952 39:40.115942 40:2.687042 41:21.578623 42:3.071703 43:-41.913340 44:-41.797085 45:-41.382134 #docid = 214934
0 qid:1 1:3.000000 2:2.079442 3:0.600000 4:0.546965 5:37.330565 6:11.431241 7:37.307017 8:2.130849 9:15.659869 10:10.905215 11:18.428062 12:2.913875 13:-42.142067 14:-39.561379 15:-39.561379 16:9.000000 17:4.682131 18:0.130435 19:0.128280 20:28.303065 21:9.340024 22:24.809801 23:0.447561 24:33.230970 25:2.697919 26:19.787195 27:2.985035 28:-43.749301 29:-43.763762 30:-42.870809 31:12.000000 32:5.480639 33:0.162162 34:0.158793 35:27.701632 36:9.139690 37:23.819476 38:0.545535 39:44.230641 40:2.860160 41:21.244208 42:3.056084 43:-42.896272 44:-42.891071 45:-41.847638 #docid = 44695
0 qid:1 1:3.000000 2:2.079442 3:0.272727 4:0.261034 5:37.330565 6:11.431241 7:37.307017 8:1.329742 9:18.420494 10:11.231009 11:15.911007 12:2.767011 13:-40.239938 14:-39.192365 15:-39.192365 16:6.000000 17:3.178054 18:0.061224 19:0.060508 20:28.303065 21:9.340024 22:24.809801 23:0.298346 24:31.080070 25:2.847857 26:17.798980 27:2.879141 28:-45.801331 29:-45.054726 30:-45.222030 31:9.000000 32:4.094345 33:0.082569 34:0.081373 35:27.701632 36:9.139690 37:23.819476 38:0.387973 39:45.509427 40:3.125968 41:21.009816 42:3.044990 43:-44.761387 44:-43.837923 45:-43.767718 #docid = 288736
0 qid:1 1:3.000000 2:2.079442 3:0.300000 4:0.285931 5:37.330565 6:11.431241 7:37.307017 8:1.315668 9:16.656883 10:9.897060 11:15.041455 12:2.710810 13:-41.790177 14:-40.652508 15:-40.652508 16:7.000000 17:3.871201 18:0.080460 19:0.079487 20:28.303065 21:9.340024 22:24.809801 23:0.225577 24:20.194479 25:1.390198 26:14.198387 27:2.653128 28:-46.141954 29:-46.057546 30:-46.940313 31:10.000000 32:5.257495 33:0.103093 34:0.101840 35:27.701632 36:9.139690 37:23.819476 38:0.323979 39:32.593721 40:2.212678 41:20.980975 42:3.043616 43:-40.506038 44:-41.003059 45:-40.982027 #docid = 247718
1 qid:1 1:2.000000 2:1.386294 3:0.400000 4:0.364643 5:37.330565 6:11.431241 7:37.307017 8:1.374643 9:10.008982 10:6.854336 11:11.771175 12:2.465654 13:-45.967672 14:-45.669749 15:-45.669749 16:9.000000 17:4.969813 18:0.073770 19:0.073140 20:28.303065 21:9.340024 22:24.809801 23:0.286971 24:36.492719 25:2.203619 26:19.584607 27:2.974744 28:-42.661140 29:-43.000538 30:-42.820134 31:11.000000 32:5.480639 33:0.086614 34:0.085669 35:27.701632 36:9.139690 37:23.819476 38:0.324754 39:43.398140 40:2.138894 41:20.866001 42:3.038121 43:-42.170050 44:-42.489746 45:-42.222136 #docid = 64983
0 qid:1 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:37.330565 6:11.431241 7:37.307017 8:0.000000 9:0.000000 10:0.000000 11:NULL 12:NULL 13:NULL 14:NULL 15:NULL 16:11.000000 17:5.123964 18:0.095652 19:0.094074 20:28.303065 21:9.340024 22:24.809801 23:0.387182 24:48.567382 25:2.849143 26:20.688489 27:3.029577 28:-41.610090 29:-41.976564 30:-41.533924 31:11.000000 32:5.123964 33:0.091667 34:0.090216 35:27.701632 36:9.139690 37:23.819476 38:0.365100 39:47.596729 40:2.510734 41:20.682473 42:3.029287 43:-41.779106 44:-42.110576 45:-41.729954 #docid = 332590
0 qid:1 1:1.000000 2:0.693147 3:0.333333 4:0.287682 5:37.330565 6:11.431241 7:37.307017 8:0.831063 9:3.887275 10:2.837995 11:5.187578 12:1.646267 13:-49.970401 14:-51.715923 15:-51.715923 16:9.000000 17:4.969813 18:0.104651 19:0.103390 20:28.303065 21:9.340024 22:24.809801 23:0.343371 24:30.772450 25:2.364744 26:20.347373 27:3.012952 28:-40.999189 29:-41.446612 30:-40.742898 31:10.000000 32:5.192957 33:0.112360 34:0.110756 35:27.701632 36:9.139690 37:23.819476 38:0.348572 39:32.400095 40:2.135375 41:20.567738 42:3.023724 43:-40.779158 44:-41.234310 45:-40.561910 #docid = 18542
1 qid:1 1:3.000000 2:2.079442 3:0.272727 4:0.261034 5:37.330565 6:11.431241 7:37.307017 8:0.940664 9:12.292843 10:5.850254 11:10.545252 12:2.355676 13:-45.881524 14:-45.164352 15:-45.164352 16:10.000000 17:5.257495 18:0.060241 19:0.059810 20:28.303065 21:9.340024 22:24.809801 23:0.239100 24:41.097218 25:1.936315 26:18.074868 27:2.894522 28:-43.852527 29:-43.969067 30:-44.823654 31:13.000000 32:6.356108 33:0.073446 34:0.072894 35:27.701632 36:9.139690 37:23.819476 38:0.265056 39:48.441944 40:1.854172 41:20.448176 42:3.017894 43:-42.520002 44:-42.750251 45:-42.753293 #docid = 181959
0 qid:1 1:4.000000 2:2.772589 3:0.444444 4:0.421442 5:37.330565 6:11.431241 7:37.307017 8:1.762635 9:20.209674 10:11.888026 11:19.098331 12:2.949601 13:-39.701815 14:-36.852037 15:-36.852037 16:5.000000 17:2.302585 18:0.067568 19:0.066067 20:28.303065 21:9.340024 22:24.809801 23:0.311558 24:25.735891 25:2.215297 26:13.227787 27:2.582320 28:-49.891862 29:-49.162352 30:-50.375010 31:9.000000 32:4.276666 33:0.108434 34:0.106259 35:27.701632 36:9.139690 37:23.819476 38:0.443894 39:40.807682 40:2.784013 41:20.435618 42:3.017279 43:-43.529434 44:-43.422565 45:-43.667866 #docid = 253188
0 qid:1 1:1.000000 2:0.693147 3:0.500000 4:0.405465 5:37.330565 6:11.431241 7:37.307017 8:1.079646 9:3.887275 10:3.223752 11:5.572432 12:1.717832 13:-49.837063 14:-51.313049 15:-51.313049 16:14.000000 17:5.192957 18:0.100000 19:0.097791 20:28.303065 21:9.340024 22:24.809801 23:0.419399 24:65.740991 25:2.813165 26:19.626671 27:2.976889 28:-43.843306 29:-43.363458 30:-43.690317 31:15.000000 32:5.480639 33:0.105634 34:0.103363 35:27.701632 36:9.139690 37:23.819476 38:0.424532 39:67.150695 40:2.598649 41:20.362177 42:3.013679 43:-43.360339 44:-42.880580 45:-43.131899 #docid = 18540
0 qid:1 1:3.000000 2:2.079442 3:0.230769 4:0.222324 5:37.330565 6:11.431241 7:37.307017 8:0.814744 9:12.292843 10:5.461560 11:9.683689 12:2.270443 13:-46.107350 14:-45.644869 15:-45.644869 16:15.000000 17:6.684612 18:0.081081 19:0.080346 20:28.303065 21:9.340024 22:24.809801 23:0.279313 24:53.479669 25:2.020411 26:19.481850 27:2.969483 28:-42.514915 29:-42.796207 30:-42.154937 31:18.000000 32:7.272398 33:0.090909 34:0.089954 35:27.701632 36:9.139690 37:23.819476 38:0.293228 39:60.211613 40:1.845021 41:20.172712 42:3.004331 43:-42.179383 44:-42.435806 45:-41.776131 #docid = 305593
